order_at,purchase_url,customer_num,product_code,paid_price
2024-09-21,shop_rrrd2,j7plxnbmvi,product_B,5000
2024-09-07,rp_line_jz03f,s3prky8neg,set_AC,7000
2024-09-23,rp_mg_k62eq,jyrswcinrg,product_C,3000
2024-09-08,rp_dm_3wul3,ig6ausi3fw,product_D,4000
2024-09-13,list_t6292,r3xpdqju8p,set_AB,6000
2024-09-14,rp_dm_2r5go,kh713q501m,product_C,3000
2024-09-23,shop_6hhrw,crgydkt9iy,set_AC,7000
2024-09-01,rp_mg_lmfzn,chxl9od3ek,set_AB,6000
2024-09-07,rp_line_1xtop,map4b1ed9x,set_CD,8000
2024-09-14,ad_h52vh,4pqqmvveqb,set_CD,8000
2024-09-11,rp_dm_0incj,skdjsnifc3,product_D,4000
2024-09-03,linead_11chf,zrnfcfzjre,set_AB,6000
2024-09-09,tik_8hmsl,ni1n4zo1io,set_AC,7000
2024-09-13,tik_di2bo,eftkqrimuk,product_A,2000
2024-09-23,ad_wpm27,kp5hd73mxd,product_C,3000
2024-09-10,tik_62774,2lwsvhbg5d,product_C,3000
2024-09-09,rp_dm_7tuo7,46h5livtcd,product_A,2000
2024-09-23,rp_dm_0grih,nzxrenbgm8,product_D,4000
2024-09-02,rp_line_0au4i,qk42zepp4w,product_A,2000
2024-09-15,linead_ltm6j,bemuegnm40,product_C,3000
2024-09-18,shop_rdyzo,ccs4hy20c1,product_C,3000
2024-09-07,tik_fjowq,kb98ll0w9i,product_C,3000
2024-09-22,shop_cqwkq,zdfjx4z7uw,product_B,5000
2024-09-24,list_u2uok,p3h1kqx614,product_C,3000
2024-09-05,ad_ogaa2,b7havcygxr,product_A,2000
2024-09-14,list_bcz36,r1jlng16q1,set_CD,8000
2024-09-09,tik_k3fdz,ym5cfedpq2,product_D,4000
2024-09-04,rp_dm_3eh1q,t2foqds5pq,product_A,2000
2024-09-10,linead_kdlex,gwb06vb62u,product_C,3000
2024-09-07,rp_line_uk98o,kp5hd73mxd,set_AC,7000
2024-09-05,list_n4aoh,a3cuqzcezj,product_B,5000
2024-09-22,linead_5zqw4,qnr44yeptp,set_AC,7000
2024-09-17,rp_mg_025ba,xv6jgr5bh7,set_AC,7000
2024-09-02,rp_mg_beudh,hykbfggqzv,set_AB,6000
2024-09-11,ad_hnmyx,zqj7lqxrec,product_D,4000
2024-09-23,linead_pqa9e,ok1swxy08a,product_B,5000
2024-09-03,linead_jxqu6,1py9mysdft,product_D,4000
2024-09-21,linead_z2ti7,mx4sbedbwq,set_CD,8000
2024-09-09,tik_4132h,6tnwapavnp,product_C,3000
2024-09-24,ad_dddou,41opriznzm,set_CD,8000
2024-09-08,rp_dm_6eu5h,crgydkt9iy,product_C,3000
2024-09-03,linead_pc29c,mty5vxf2vt,set_CD,8000
2024-09-10,list_20jjl,k9c72u917t,product_A,2000
2024-09-24,ad_9whug,wq01wz1vua,product_D,4000
2024-09-07,rp_dm_06ec2,kh713q501m,set_CD,8000
2024-09-24,ad_aazz0,vqdyiwrju6,set_CD,8000
2024-09-15,list_m2vwp,t13qcwobd5,set_AB,6000
2024-09-10,rp_mg_8y7is,r1jlng16q1,product_A,2000
2024-09-26,shop_3opbm,mhea3y4ue7,product_B,5000
2024-09-16,rp_outb_oeo72,90o880n3mr,set_CD,8000
2024-09-15,linead_yeo6r,bzvr52gvo7,product_B,5000
2024-09-22,rp_dm_r2n49,t13qcwobd5,product_A,2000
2024-09-26,rp_mg_ednbk,46h5livtcd,product_D,4000
2024-09-16,shop_y8mss,itu1j92epv,product_B,5000
2024-09-11,ad_o5izl,sug27tf6vl,set_CD,8000
2024-09-04,rp_outb_8m78c,bemuegnm40,product_B,5000
2024-09-12,rp_dm_y3os8,xv6jgr5bh7,product_B,5000
2024-09-15,tik_rhrsc,tiwhfy56ys,product_A,2000
2024-09-02,rp_dm_hysiz,wq01wz1vua,product_B,5000
2024-09-27,list_m4izg,azeurdasok,product_A,2000
2024-09-02,rp_dm_7digr,a3cuqzcezj,product_A,2000
2024-09-18,ad_8geyn,xgxl8wmtp6,set_CD,8000
2024-09-16,list_ctnfq,2ktc2k5jw3,set_AC,7000
2024-09-24,shop_fixas,oa4ic03yqb,set_AC,7000
2024-09-09,rp_mg_l57i3,xv6jgr5bh7,set_AC,7000
2024-09-06,ad_c2ho5,0c8ip8r5sj,product_A,2000
2024-09-28,list_jday3,75jk2eumdb,set_AC,7000
2024-09-01,rp_dm_kqzez,kb98ll0w9i,set_CD,8000
2024-09-27,rp_outb_lsopa,zrnfcfzjre,set_AC,7000
2024-09-15,linead_g946s,a6ig9bad4i,product_C,3000
2024-09-15,ad_eptjz,5qgn0b6pte,set_AC,7000
2024-09-14,linead_3bt9k,pqvam8wo09,product_B,5000
2024-09-06,tik_it83u,wkgoupsa7w,product_C,3000
2024-09-04,rp_mg_q8bla,zrnfcfzjre,set_AC,7000
2024-09-22,shop_m3hta,i9tbufrfje,product_D,4000
2024-09-03,list_dlggz,vehqqdbjq1,product_B,5000
2024-09-27,list_o5p47,a5k2yrsyph,product_C,3000
2024-09-06,shop_4u8j0,3wsogv7mki,product_C,3000
2024-09-22,rp_dm_a0e7h,c26bq37v2q,product_C,3000
2024-09-27,rp_outb_3sjpb,vehqqdbjq1,set_CD,8000
2024-09-26,linead_xo4as,cthyebp1fu,set_CD,8000
2024-09-09,list_er7pk,rhlhczmqpw,set_AC,7000
2024-09-26,linead_beamu,kh6cw8ecvx,product_A,2000
2024-09-18,shop_2zncn,fl48oc3hjy,product_B,5000
2024-09-18,linead_gjlix,8v6cl7os5t,product_B,5000
2024-09-12,rp_outb_85piy,c26bq37v2q,set_CD,8000
2024-09-19,shop_zvux8,m9lqon3gt4,product_C,3000
2024-09-02,rp_dm_7gmrz,xgxl8wmtp6,set_AB,6000
2024-09-07,linead_izwa0,vsuewfkyot,set_AB,6000
2024-09-09,shop_wj9w4,ljke1v37fp,product_A,2000
2024-09-01,list_7a8ym,2r3haugugp,set_CD,8000
2024-09-21,shop_s0jw0,a468olingd,product_D,4000
2024-09-16,rp_line_1989h,mhea3y4ue7,product_C,3000
2024-09-03,list_d7n2y,6te5ukn96m,product_D,4000
2024-09-28,tik_styr9,9q03tsszoq,set_AC,7000
2024-09-08,rp_line_x4wm4,mhea3y4ue7,product_B,5000
2024-09-04,shop_nagg3,1kuja49skr,set_CD,8000
2024-09-20,rp_line_95vq0,wq01wz1vua,set_CD,8000
2024-09-04,rp_line_wu6ch,xv6jgr5bh7,product_D,4000
2024-09-11,rp_line_luqwn,46h5livtcd,product_D,4000
2024-09-28,rp_line_tf4wb,46h5livtcd,set_CD,8000
2024-09-21,rp_dm_fh67e,a3cuqzcezj,product_C,3000
2024-09-11,ad_fa9so,rrlb9165h4,product_C,3000
2024-09-18,ad_le86k,slqsq5uri6,product_C,3000
2024-09-20,shop_yj35s,6ktn846jt6,set_AB,6000
2024-09-19,tik_deipe,p4xs1kat64,set_AC,7000
2024-09-02,shop_o1noy,y0r34r3ctw,set_CD,8000
2024-09-09,linead_gxj4n,dy3c9pqukh,set_AB,6000
2024-09-25,rp_outb_j9e9e,6te5ukn96m,product_A,2000
2024-09-01,linead_a1s12,rrbx86j3a7,product_D,4000
2024-09-20,ad_nunrm,bexm8klyxj,set_AC,7000
2024-09-09,rp_line_19g5e,xv6jgr5bh7,set_CD,8000
2024-09-08,tik_vmv8r,8lotjpea24,set_CD,8000
2024-09-01,rp_outb_xdxd6,08azp9eiss,set_CD,8000
2024-09-27,rp_dm_zioxd,fbm1e16mp7,product_C,3000
2024-09-14,rp_line_jkccf,r3xpdqju8p,product_D,4000
2024-09-10,rp_dm_rba1h,gwb06vb62u,product_C,3000
2024-09-14,rp_mg_74vt9,90o880n3mr,product_D,4000
2024-09-28,rp_outb_p1mge,p4xs1kat64,product_D,4000
2024-09-24,rp_mg_3lki3,hykbfggqzv,product_B,5000
2024-09-14,linead_bychb,perfgasag4,product_A,2000
2024-09-21,shop_pv3z8,9tcgn9od6m,set_AB,6000
2024-09-02,rp_outb_qud0g,kp5hd73mxd,set_CD,8000
2024-09-08,list_oa2qt,96jtpwy2rx,set_AC,7000
2024-09-27,rp_dm_tl67r,qnr44yeptp,set_AB,6000
2024-09-21,shop_xsbtr,n6yozqmmsj,product_B,5000
2024-09-16,rp_line_mpkqb,perfgasag4,product_D,4000
2024-09-19,rp_line_yh9yw,azeurdasok,set_AC,7000
2024-09-11,list_7ifep,8fcizixej4,set_AB,6000
2024-09-15,ad_8q2pq,692hlkr332,set_CD,8000
2024-09-18,shop_98k1i,r5t98wglmb,product_A,2000
2024-09-12,linead_65tb2,ug2wyujl9h,product_D,4000
2024-09-13,linead_ek2v2,f54sbi9p0k,product_B,5000
2024-09-06,list_zlmjb,yq7sp2gblu,set_AC,7000
2024-09-06,rp_outb_ou0ja,692hlkr332,set_CD,8000
2024-09-11,rp_line_ciblg,wutyj79czg,product_B,5000
2024-09-26,rp_outb_ezrh1,jivah0r3sr,product_D,4000
2024-09-07,ad_z80td,p8rxu4w7kg,product_C,3000
2024-09-07,shop_sxobl,6hs7hn9zmm,product_D,4000
2024-09-23,rp_outb_czq7v,5qgn0b6pte,product_A,2000
2024-09-09,ad_4zvdd,jz0vhg240t,set_AC,7000
2024-09-27,tik_4zh9b,6zj77lqi98,product_C,3000
2024-09-13,ad_gciij,wp65w3hnn0,product_D,4000
2024-09-26,rp_dm_zuwwd,ljke1v37fp,product_A,2000
2024-09-14,rp_mg_mup31,7e8v1j0p4v,set_CD,8000
2024-09-02,list_abtay,eq4vmvwr5e,set_AC,7000
2024-09-20,linead_3zgpo,fdx6o46y3e,product_A,2000
2024-09-08,rp_mg_yia1r,eq4vmvwr5e,set_AC,7000
2024-09-28,linead_y6q00,ylna4mp47l,product_D,4000
2024-09-12,ad_3xvzj,2c0ocuhwvj,product_A,2000
2024-09-06,ad_gp3tp,zyveyy4il8,set_AC,7000
2024-09-01,rp_line_5klk3,kp5hd73mxd,set_AC,7000
2024-09-28,rp_dm_8jfvq,oa4ic03yqb,set_CD,8000
2024-09-15,rp_line_t6u23,perfgasag4,set_AC,7000
2024-09-18,rp_line_qwcho,yq7sp2gblu,product_B,5000
2024-09-28,tik_ju2dg,4xh3lm2irm,set_AB,6000
2024-09-27,rp_line_4tf2b,i9tbufrfje,product_C,3000
2024-09-06,ad_pdpfr,ttzfh4xjna,product_A,2000
2024-09-01,list_iac28,w4w4zqdhvd,set_AB,6000
2024-09-15,rp_line_9g1ld,a11w3bnclj,product_C,3000
2024-09-14,list_rwjbl,wgybb48r3f,product_D,4000
2024-09-27,list_ue50j,roxibarx32,set_AB,6000
2024-09-02,linead_xlmms,vezucapz5y,product_C,3000
2024-09-28,tik_hdru7,ubhnhyqp0u,product_D,4000
2024-09-23,tik_9q8jw,3j3gvrv0je,product_B,5000
2024-09-03,ad_vkort,ata27ukbpx,product_D,4000
2024-09-26,shop_9lqbt,sxf843m2ss,set_CD,8000
2024-09-14,tik_31ang,0gbtosuyq7,product_A,2000
2024-09-07,rp_line_v18ch,jz0vhg240t,set_CD,8000
2024-09-11,rp_dm_5dtq2,yq7sp2gblu,product_D,4000
2024-09-26,rp_line_wrwax,qnr44yeptp,set_CD,8000
2024-09-01,list_giina,tsjqiqky13,set_AC,7000
2024-09-16,list_ai0sn,7mnupr67fa,set_AC,7000
2024-09-16,rp_mg_egizy,p8rxu4w7kg,set_CD,8000
2024-09-15,list_2yj0c,5za9058sm3,product_D,4000
2024-09-25,tik_qy9fr,g7jdxp1qnt,product_D,4000
2024-09-10,list_7lewk,zmgg8066ef,set_AB,6000
2024-09-23,rp_line_myzri,8lotjpea24,product_B,5000
2024-09-08,shop_qcf65,xleyrrx04c,product_A,2000
2024-09-12,shop_75k2e,zhd5217zpy,product_D,4000
2024-09-17,tik_27m5u,2tv12rfohh,product_C,3000
2024-09-16,tik_rt404,x846zloa54,set_AC,7000
2024-09-25,rp_dm_nn593,k9c72u917t,product_A,2000
2024-09-14,rp_line_oroqm,kp5hd73mxd,set_AC,7000
2024-09-04,tik_qxda8,mfh7f2gimx,set_CD,8000
2024-09-13,rp_outb_6pvn5,4pqqmvveqb,product_C,3000
2024-09-09,rp_outb_oymtm,ata27ukbpx,set_AB,6000
2024-09-27,list_wm8s2,cmuor3jnyq,set_CD,8000
2024-09-28,tik_sqgoh,nq0xrduqn0,set_AC,7000
2024-09-04,list_8tsqg,bxegt0dvz6,set_AC,7000
2024-09-22,rp_mg_exyvs,2tv12rfohh,product_D,4000
2024-09-01,list_y33e9,anc8d4k8en,set_AC,7000
2024-09-27,linead_yx70n,vkatt8wrfv,product_A,2000
2024-09-23,list_hr0o6,k1xa76sj7i,product_B,5000
2024-09-25,ad_641d0,4l6zi1f405,set_AC,7000
2024-09-19,tik_nv3tw,3hhh2tgkqq,set_AB,6000
2024-09-08,ad_o22g6,lwlqjnvrg6,set_AB,6000
2024-09-08,tik_5swi6,4bp9nbulnj,product_A,2000
2024-09-13,tik_zhem0,ok43c3w67u,set_AB,6000
2024-09-26,rp_mg_cv5cf,crgydkt9iy,set_AC,7000
2024-09-08,rp_line_noorh,r5t98wglmb,product_D,4000
2024-09-03,rp_dm_dqsuu,i9tbufrfje,set_AB,6000
2024-09-09,ad_cfdla,20wc311f6d,set_AC,7000
2024-09-01,tik_rvpaj,lqhl3skj5d,set_AB,6000
2024-09-02,tik_tpr3e,ear3x8ruhm,product_A,2000
2024-09-26,linead_aprz3,0azkoprdug,product_D,4000
2024-09-20,shop_2t77k,bnk2cqt76x,product_C,3000
2024-09-14,ad_1expz,gicjfsizan,product_C,3000
2024-09-08,rp_dm_o6xdx,4l6zi1f405,product_D,4000
2024-09-06,ad_vjmk7,6h82t4qhxq,product_B,5000
2024-09-03,ad_an2bb,cqtfygzs81,set_CD,8000
2024-09-23,tik_ni1bl,pnkx9sbmkg,set_AB,6000
2024-09-28,linead_bor72,nhdbil0i7c,product_B,5000
2024-09-01,rp_line_pb9n0,wgybb48r3f,set_AB,6000
2024-09-25,rp_dm_m7hy8,nq0xrduqn0,product_C,3000
2024-09-16,list_j3dcd,0irm1xj6o7,set_AC,7000
2024-09-02,ad_624av,0gjz7n30y1,product_D,4000
2024-09-10,linead_06lq6,wy5904uztg,product_B,5000
2024-09-17,rp_line_97ecy,k1xa76sj7i,product_D,4000
2024-09-15,ad_sw77t,fhrslotgan,set_CD,8000
2024-09-10,ad_jw3gd,mdbdkridi1,set_CD,8000
2024-09-23,shop_mxnx3,lvw01fjkvw,set_CD,8000
2024-09-25,list_gupi8,x82yzd8s4w,product_B,5000
2024-09-26,rp_line_c4pzl,diagzwjezy,set_AB,6000
2024-09-04,rp_dm_l09zi,3j3gvrv0je,product_C,3000
2024-09-16,linead_n6fie,7x0iof0bpz,product_A,2000
2024-09-16,rp_outb_034br,oa4ic03yqb,product_B,5000
2024-09-26,ad_2qy7t,n64a6hz1z9,product_B,5000
2024-09-02,linead_8creu,vdidenp7ue,product_C,3000
2024-09-16,tik_3s2mn,nvv85xey0t,product_C,3000
2024-09-20,ad_xf64f,2s9u3hlrj8,product_C,3000
2024-09-27,shop_uwb9n,h2dca27euy,product_D,4000
2024-09-06,linead_2t0q4,ma9ezopi4g,set_CD,8000
2024-09-08,list_kfcst,1ooheh3y5h,set_AB,6000
2024-09-07,list_5wnjv,bhnt413fp8,product_B,5000
2024-09-25,rp_mg_5qim9,a11w3bnclj,product_A,2000
2024-09-19,list_xuzm7,szh9628xnp,set_CD,8000
2024-09-11,rp_mg_9s7j5,k1xa76sj7i,product_A,2000
2024-09-18,rp_outb_hqvfr,8v6cl7os5t,product_C,3000
2024-09-08,list_zrm2d,fzw00rwnfb,product_B,5000
2024-09-09,ad_ef5ll,ove4vvalnf,product_C,3000
2024-09-25,rp_outb_vh7zi,ubhnhyqp0u,set_AC,7000
2024-09-04,tik_65c4l,3cuwduvpye,product_B,5000
2024-09-07,rp_dm_q1mf7,eftkqrimuk,product_C,3000
2024-09-18,ad_ao0q7,ejco9sjzxu,product_D,4000
2024-09-18,rp_dm_h2z5n,q77c8b3f23,set_CD,8000
2024-09-17,rp_dm_2l7zy,ttzfh4xjna,product_C,3000
2024-09-04,tik_e4j9v,9r0lpvdmo7,product_B,5000
2024-09-25,rp_outb_l2enz,ig6ausi3fw,set_AB,6000
2024-09-13,tik_p963g,3d7ffd8upd,set_AC,7000
2024-09-28,rp_outb_yoqvp,kh713q501m,product_A,2000
2024-09-20,linead_7jm3g,ucb73cesxi,product_B,5000
2024-09-25,rp_line_9ziq4,xleyrrx04c,product_D,4000
2024-09-22,rp_dm_mwotj,96jtpwy2rx,set_AB,6000
2024-09-01,rp_line_6u2uq,wy5904uztg,product_D,4000
2024-09-14,rp_dm_yu8ev,ejco9sjzxu,product_A,2000
2024-09-20,rp_dm_1ku0s,1kuja49skr,product_A,2000
2024-09-14,list_fy62f,5gt2oerete,set_CD,8000
2024-09-28,tik_6toht,8fp75ve2g7,set_CD,8000
2024-09-02,rp_line_31t92,3hhh2tgkqq,product_C,3000
2024-09-14,ad_yddxm,q3fgttbp59,set_AC,7000
2024-09-21,linead_ai3qu,ao9mcdqr11,product_A,2000
2024-09-24,linead_ao6zt,q1omk0u7ka,set_AB,6000
2024-09-02,list_fovvc,pfuwf13phc,set_AC,7000
2024-09-05,shop_p3bqk,4czl5m4o9u,set_AC,7000
2024-09-23,linead_vwmqf,2h5nb6e6m9,product_A,2000
2024-09-07,ad_o4ydc,9zghgc8si2,set_AC,7000
2024-09-17,rp_mg_huj0u,a6ig9bad4i,product_A,2000
2024-09-01,rp_outb_641m5,3hhh2tgkqq,product_A,2000
2024-09-14,rp_mg_77h7k,0c8ip8r5sj,set_AB,6000
2024-09-02,list_kcct8,gaxbr7hhuo,set_CD,8000
2024-09-07,rp_line_5kaoi,a6ig9bad4i,set_AB,6000
2024-09-13,tik_8rf21,zqgtcvrgw0,set_CD,8000
2024-09-12,rp_line_0lkx8,99wokyrdj1,set_AC,7000
2024-09-13,rp_dm_4vd5s,b7havcygxr,product_C,3000
2024-09-05,list_95mun,xrrrpeia5q,product_B,5000
2024-09-11,ad_7ep6l,me8icl8ls3,product_A,2000
2024-09-19,tik_02kth,79pc2kl8m7,product_B,5000
2024-09-20,ad_yv2i0,ah42jwkv9c,set_AB,6000
2024-09-22,rp_dm_htp10,ejco9sjzxu,set_AC,7000
2024-09-20,rp_mg_9r232,crgydkt9iy,product_C,3000
2024-09-28,rp_mg_n8552,0gjz7n30y1,set_AC,7000
2024-09-07,rp_dm_29k9k,9zghgc8si2,set_AC,7000
2024-09-04,tik_cujf4,ctgu4kzbbh,product_C,3000
2024-09-11,ad_t1tel,ybf3tr9vwu,product_C,3000
2024-09-25,ad_d3p3d,0ieuo1snq3,set_AB,6000
2024-09-11,tik_mx4y4,3r7cu3lhzx,set_AC,7000
2024-09-11,ad_0ib4p,poc9tdjgxp,product_B,5000
2024-09-25,linead_k3zx8,20iswmoeu9,set_CD,8000
2024-09-10,rp_mg_dc9wy,5za9058sm3,product_A,2000
2024-09-08,tik_6521m,kkl2jmle9r,product_D,4000
2024-09-01,shop_r48j9,z8jpe18nzr,product_D,4000
2024-09-03,list_vx40n,2gpgysdv4g,product_C,3000
2024-09-04,list_o2kwp,zg46s6xayp,product_C,3000
2024-09-11,list_nml82,7omq7m325p,product_D,4000
2024-09-21,shop_e2tj2,6uo4q4zmdi,product_B,5000
2024-09-12,rp_outb_4fgdw,9tcgn9od6m,product_A,2000
2024-09-17,rp_mg_4t2cq,cmuor3jnyq,set_AB,6000
2024-09-13,list_a84aq,in17jbx0oy,set_AC,7000
2024-09-08,rp_dm_gg4dc,xrrrpeia5q,product_B,5000
2024-09-08,linead_rblhl,tfbbkxte58,set_AB,6000
2024-09-09,rp_line_pi1if,2s9u3hlrj8,set_AC,7000
2024-09-26,shop_8b498,l8o5o5ol0v,set_AB,6000
2024-09-05,tik_jnmsz,hen7pn892f,product_B,5000
2024-09-11,shop_8brir,i72alcavbx,product_B,5000
2024-09-07,linead_ur0hn,lkn9b88xw2,product_D,4000
2024-09-26,ad_dsmmy,2nncytvg5s,set_AC,7000
2024-09-24,rp_dm_o9lk2,m9lqon3gt4,product_A,2000
2024-09-09,list_xuej0,ijxmrk58qx,product_C,3000
2024-09-13,linead_yoo6b,4c8zxmzqtb,product_A,2000
2024-09-14,shop_59irh,pxi98ooxha,set_AB,6000
2024-09-16,linead_0mz68,1d6bon4lkv,product_A,2000
2024-09-24,ad_waoiv,eiymcdvbk3,product_B,5000
2024-09-28,shop_tgkm4,7nvuivyp39,product_B,5000
2024-09-25,rp_line_e557i,pqvam8wo09,set_AC,7000
2024-09-01,rp_line_uu8xp,roxibarx32,product_B,5000
2024-09-21,ad_08yfk,417ywminyh,set_AB,6000
2024-09-27,shop_5rjjk,ajzjos2p98,set_AB,6000
2024-09-20,ad_um7h1,3rhunlil3m,set_CD,8000
2024-09-16,list_rzbii,vi0drl32ou,set_AB,6000
2024-09-23,rp_line_7gh9l,3d7ffd8upd,set_CD,8000
2024-09-23,tik_jl8c0,u035jqzmtc,set_AC,7000
2024-09-08,rp_line_p0sgo,vqdyiwrju6,set_CD,8000
2024-09-28,linead_prb3t,urdmbpxezh,product_C,3000
2024-09-08,shop_q5zwr,oahhtdny10,product_C,3000
2024-09-01,rp_outb_wjgwq,szh9628xnp,product_D,4000
2024-09-09,rp_outb_t7c3j,90o880n3mr,product_A,2000
2024-09-23,shop_urvb0,ve4fwisfkc,set_AC,7000
2024-09-11,rp_mg_d7rqn,7mnupr67fa,set_AC,7000
2024-09-12,ad_kadxd,bn0l007u3l,product_A,2000
2024-09-06,ad_a9ti2,ceyxab23w2,product_D,4000
2024-09-05,linead_vawni,01et2hpgxz,product_B,5000
2024-09-03,rp_dm_sb4vi,7nvuivyp39,product_A,2000
2024-09-05,ad_ehn9u,bz4tetouk4,product_D,4000
2024-09-12,list_u351a,kuf7fgeyx4,product_B,5000
2024-09-14,list_vw9zr,hes3oz6lm1,product_C,3000
2024-09-05,shop_qqsxi,xextgst5ez,product_A,2000
2024-09-04,linead_9xo70,1wrgj2r7zt,product_B,5000
2024-09-13,ad_lz16h,9dafu31bq4,product_A,2000
2024-09-11,list_5goba,xdlt3nsicb,product_B,5000
2024-09-07,shop_b7cxy,n59c7wplaa,set_AB,6000
2024-09-01,ad_zr8mv,aoyxbvgw3e,product_C,3000
2024-09-26,shop_muxn9,ym4bpmt7if,set_CD,8000
2024-09-20,rp_line_msz8z,7omq7m325p,product_B,5000
2024-09-08,linead_vo045,305icmm45j,set_AB,6000
2024-09-05,list_dj6ad,6thm5173rd,product_A,2000
2024-09-16,tik_wlc6b,ogl6qncipj,product_C,3000
2024-09-01,tik_9esfd,zi6xl8ixuv,product_C,3000
2024-09-18,list_1j26i,c5bv45i52u,set_CD,8000
2024-09-16,ad_o1xsv,jzcc4brqcr,product_D,4000
2024-09-10,shop_8edpe,0iuvozacwm,product_A,2000
2024-09-02,list_wkn8a,sttz3966t9,product_B,5000
2024-09-10,list_4p0wr,9w30ne9vei,product_B,5000
2024-09-13,shop_rm953,s00jyzbdi1,set_AC,7000
2024-09-04,rp_line_ltxw8,slqsq5uri6,product_D,4000
2024-09-26,tik_gw9my,pkkfjeatrz,product_D,4000
2024-09-02,shop_lyrwk,d7kabng2g4,product_D,4000
2024-09-20,tik_4jxzv,9pwj0f2dnq,set_CD,8000
2024-09-05,linead_py6jo,7i3n242gwn,set_AB,6000
2024-09-17,ad_jcw9z,ye8qjnp1b1,set_AB,6000
2024-09-10,rp_line_plcd2,ljke1v37fp,product_D,4000
2024-09-24,list_gf30v,5cwcpy4cii,product_B,5000
2024-09-01,linead_t1tk0,vvaxa8tgwt,set_AC,7000
2024-09-09,rp_line_e7wjj,692hlkr332,set_AC,7000
2024-09-21,list_jx736,024htwysrk,product_B,5000
2024-09-16,rp_line_9rjmu,xleyrrx04c,product_A,2000
2024-09-28,rp_outb_l3dpz,4pqqmvveqb,product_C,3000
2024-09-13,linead_loyny,mxjfofhpvt,product_D,4000
2024-09-10,shop_m55wn,3go3n1v7rz,set_CD,8000
2024-09-05,rp_mg_jl8y6,mty5vxf2vt,product_D,4000
2024-09-24,tik_hkhlq,1poc2r60nq,product_D,4000
2024-09-15,rp_outb_leg8b,c26bq37v2q,product_D,4000
2024-09-13,list_6f4df,xv7z136gbl,set_AC,7000
2024-09-20,linead_kzvaz,5vgq6k726v,product_D,4000
2024-09-14,ad_bdwh9,qjylx079fh,product_A,2000
2024-09-05,list_cvp2l,hq1htzvmig,product_B,5000
2024-09-02,shop_aoedr,b23hzfowhe,product_D,4000
